Date,Open,High,Low,Close,Adj Close,Volume
2015-10-06,26.000000,26.990000,26.000000,26.500000,23.698557,10984457
2015-10-07,26.950001,27.379999,26.049999,26.400000,23.609127,1556710
2015-10-08,26.344999,26.485001,25.730000,25.980000,23.233528,694888
2015-10-09,26.065001,26.400000,25.855000,26.200001,23.430273,357981
2015-10-12,26.424999,26.690001,25.830000,26.000000,23.251415,281900
2015-10-13,25.980000,26.120001,25.250000,25.700001,22.983130,163417
2015-10-14,25.590000,25.910000,25.065001,25.245001,22.576231,285165
2015-10-15,25.129999,25.500000,25.010000,25.200001,22.535986,230048
2015-10-16,25.340000,25.625000,25.000000,25.200001,22.535986,132069
2015-10-19,25.320000,25.750000,24.500000,24.500000,21.909986,249995
2015-10-20,24.480000,24.750000,24.350000,24.750000,22.133558,80401
2015-10-21,25.010000,25.580000,24.549999,25.100000,22.446558,134430
2015-10-22,25.200001,26.010000,25.000000,26.000000,23.251415,143178
2015-10-23,26.209999,27.500000,26.165001,27.250000,24.369272,471771
2015-10-26,27.340000,27.490000,27.010000,27.110001,24.244072,163051
2015-10-27,27.790001,27.975000,26.825001,27.065001,24.203831,392687
2015-10-28,27.000000,28.200001,26.670000,27.990000,25.031042,344041
2015-10-29,28.495001,28.540001,27.545000,28.025000,25.062342,302628
2015-10-30,28.295000,28.490000,27.730000,27.995001,25.035513,121395
2015-11-02,27.875000,28.690001,27.340000,28.100000,25.129412,231561
2015-11-03,28.500000,28.670000,28.145000,28.200001,25.218843,201489
2015-11-04,28.400000,28.400000,27.629999,27.980000,25.022099,215349
2015-11-05,28.014999,28.350000,27.270000,28.145000,25.169655,252789
2015-11-06,28.360001,28.395000,27.680000,27.975000,25.017628,65312
2015-11-09,28.000000,28.100000,27.514999,27.855000,24.910313,69902
2015-11-10,27.799999,28.180000,27.705000,28.180000,25.200954,102146
2015-11-11,28.299999,28.400000,28.035000,28.184999,25.205427,27916
2015-11-12,30.610001,30.610001,28.750000,29.895000,26.734655,732175
2015-11-13,30.200001,31.520000,29.320000,31.000000,27.722837,695465
2015-11-16,31.299999,32.099998,30.379999,31.200001,27.901697,455589
2015-11-17,31.635000,31.889999,30.350000,30.469999,27.248867,324271
2015-11-18,30.605000,31.459999,29.900000,31.000000,27.722837,192998
